Counting cache functions... Output every 1 seconds.
    HITS   MISSES  DIRTIES    RATIO   BUFFERS_MB   CACHE_MB
 1016361   128765        0    88.8%           25      19267
 1008191   124470     2475    89.0%           25      19266
  995181   126900        0    88.7%           25      19266
  996041   126438        0    88.7%           25      19265
  991962   126433        0    88.7%           25      19266
  985227   125287        0    88.7%           25      19266
  992985   126386        0    88.7%           25      19266
  995621   126257        0    88.7%           25      19266
  999514   126385       33    88.8%           25      19267
  993113   126463        0    88.7%           25      19267
  991776   122085     3025    89.0%           25      19267
  994882   126171        0    88.7%           25      19267
  993715   126169        0    88.7%           25      19267
  993583   126222        0    88.7%           25      19268
  980799   125014        0    88.7%           25      19267
  987818   125374        0    88.7%           25      19267
  984020   125871        0    88.7%           25      19267
  987853   126508        0    88.6%           25      19269
  996560   126760       33    88.7%           25      19267
  997380   127926        0    88.6%           25      19268
  993671   121261     4735    89.1%           25      19269
 1010691   127965        0    88.8%           25      19267
